,Title,Address,City,State,PostalCode,Units,Open Date,Phase,Latitude,Longitude,Market,Submarket
1009,La Quinta Inn & Suites San Antonio Lackland AFB,8376 US 90 Access Rd,San Antonio,TX,78227,104,11/30/2023,Planning,29.3945769,-98.6548411,San Antonio,San Antonio South 
1010,La Quinta Inns & Suites Columbia,1605 Harley Davidson Blvd,Columbia,TN,38401-7651,81,6/30/2023,Final Planning,35.6394655,-86.8919676,Nashville,Brentwood/Franklin 
1011,La Quinta Inns & Suites Puyallup,821 39th Ave SW,Puyallup,WA,98373-5916,101,10/31/2023,Final Planning,47.1554701,-122.3033102,Washington State,Tacoma/Olympia 
1012,La Quinta Inns & Suites Foley,2631 S Juniper St,Foley,AL,36535-9237,99,10/31/2023,Final Planning,30.3801672,-87.6734482,Mobile,Mobile AL Area 
1013,La Quinta Inns & Suites Parker,17111 Carlson Dr,Parker,CO,80134-6813,104,4/30/2024,In Construction,39.5476059,-104.7909707,Denver,Denver South 
1014,La Quinta Inns & Suites Earlimart,1142 N Front St,Earlimart,CA,93219-9442,70,1/31/2025,Planning,35.893805,-119.2760453,California South/Central,Tulare/Visalia 
1015,La Quinta Inns & Suites Jackson,129 E Park Sq,Jackson,TN,38305-3122,73,4/30/2023,Final Planning,35.6776843,-88.7760188,Tennessee Area,Tennessee West Area 
1016,aloft Fort Worth Trophy Club,Trophy Club Dr,Trophy Club,TX,76262,132,7/14/2021,In Construction,32.9932612,-97.1913072,Dallas,Denton/Lewisville/McKinney 
1017,aloft Orlando Convention Center,8963 International Dr,Orlando,FL,32819-9322,145,6/9/2024,Planning,28.4348571,-81.4716903,Orlando,Orlando International Drive 
1018,Sheraton Lubbock Hotel,3030 W Loop 289,Lubbock,TX,79407-1655,200,,Deferred,33.5701685,-101.9468797,Texas North,Lubbock 
1019,aloft Houston George Bush Intercontinental Airport,15943 International Plaza Dr,Houston,TX,77032-2439,134,9/22/2023,Planning,29.9503688,-95.3265524,Houston,George Bush Airport Area 
1020,aloft Indianapolis Downtown,136 E Market St,Indianapolis,IN,46204-3204,128,3/27/2022,In Construction,39.768713,-86.1551743,Indianapolis,Indianapolis CBD 
1021,Hampton by Hilton Riverside March Air Force Base,22440 Van Buren Blvd,Riverside,CA,92518,75,1/28/2022,In Construction,33.8894811,-117.2753803,Inland Empire,Riverside Surrounding 
1022,Home2 Suites by Hilton Harrisburg East,457 Port View Dr,Harrisburg,PA,17111,107,11/15/2023,Final Planning,40.2481736,-76.8258071,Harrisburg,Harrisburg/Hershey PA 
1023,Home2 Suites by Hilton Riverside March Air Force Base,22330 Van Buren Blvd,Riverside,CA,92518-2700,88,7/30/2021,In Construction,33.8886302,-117.2728954,Inland Empire,Riverside Surrounding 
1024,Holiday Inn Express Ridgeland,141 Sunnybrook Rd,Ridgeland,MS,39157-2204,110,8/11/2022,Final Planning,32.435477,-90.142863,Jackson,Jackson I-55 North/Clinton MS 
1025,Embassy Suites by Hilton Round Rock,270 Bass Pro Dr,Round Rock,TX,78665-2474,180,10/11/2021,In Construction,30.5698373,-97.6873625,Austin,Round Rock/Georgetown 
1026,Hampton by Hilton Inn Greenville/Travelers Rest,593 Roe Center Ct,Travelers Rest,SC,29690-1856,24,,In Construction,34.9572762,-82.4386915,Greenville/Spartanburg,Greenville 
1027,Hampton Inn & Suites by Hilton Marina,120 Reservation Rd,Marina,CA,93933,90,8/19/2022,In Construction,36.6949347,-121.8029591,California Central Coast,Monterey/Salinas 
1028,Hampton Inn by Hilton Williams,101 Rodeo Rd,Williams,AZ,86046,79,6/17/2024,Final Planning,35.2576245,-112.1904026,Arizona Area,Grand Canyon Area 
1029,Hampton by Hilton Inn Colorado Springs I-25 Central,1060 Kelly Johnson Blvd,Colorado Springs,CO,80920-3929,101,6/5/2021,In Construction,38.9472434,-104.8047468,Colorado Springs,Colorado Springs North 
1030,Hampton Inn Old Bridge,0 Spring Valley Rd,Old Bridge,NJ,8857,100,5/11/2021,In Construction,40.3731113,-74.3085646,Central New Jersey,Brunswick/Edison Area NJ 
1031,Homewood Suites by Hilton Chicago Illinois Medical District,2020 W Ogden St,Chicago,IL,60612,99,,Deferred,41.8728029,-87.6777119,Chicago,Chicago CBD 
1032,Homewood Suites by Hilton Christiana Wilmington,1 Fair Play Blvd,Wilmington,DE,19804,133,,Deferred,39.6935195,-75.6727386,Delaware,Wilmington DE 
1033,Home2 Suites by Hilton Neptune Wall,McNamara Way,Neptune City,NJ,7753,87,,Deferred,40.2195798,-74.0908732,New Jersey Shore,North Shore NJ 
1034,Home2 Suites by Hilton Moline Airport,6920 27th St,Moline,IL,61265-9700,81,8/4/2023,Final Planning,41.4536065,-90.4965359,Iowa Area,Davenport/Moline 
1035,Home2 Suites by Hilton New Orleans Downtown,424 Loyola Ave,New Orleans,LA,70112-1101,120,,Deferred,29.9512107,-90.075333,New Orleans,New Orleans CBD/French Quarter 
1036,Home2 Suites by Hilton Rohnert Park Sonoma County,6490 Redwood Dr,Rohnert Park,CA,94928-2326,95,5/11/2023,Final Planning,38.3461629,-122.7141042,California North,Santa Rosa/Sonoma 
1037,Tru by Hilton Tru Fayetteville Fort Bragg,507 McPherson Church Rd,Fayetteville,NC,28303,107,4/14/2023,Planning,35.0743201,-78.9541459,North Carolina East,Fayetteville MSA NC 
1038,Tru by Hilton Lewisville Vista Ridge Mall,Vista Ridge Mall Dr,Lewisville,TX,75067,120,2/28/2022,In Construction,32.9991937,-96.966932,Dallas,Denton/Lewisville/McKinney 
1039,Tru by Hilton Merrillville,8300 Mississippi St,Merrillville,IN,46410-6300,97,6/11/2023,Planning,41.467286,-87.3170594,Indiana North,Gary 
1040,Candlewood Suites,10372 Richardson St,Loma Linda,CA,92354,90,5/17/2023,Final Planning,34.0647918,-117.2530254,Inland Empire,Riverside & San Bernardino Center 
1041,Staybridge Suites North Charleston,3405 Seiberling Rd,Charleston,SC,29418,110,9/25/2022,Final Planning,32.861895,-80.021246,Charleston,Charleston Airport 
1042,Holiday Inn & Suites Dublin,620 Pinehill Rd,Dublin,GA,31021,80,10/20/2022,In Construction,32.485715,-82.9400383,Georgia South,Georgia South Area 
1043,Holiday Inn Express & Suites Beachwood,Orange Place & Harvard Rd,Chagrin Falls,OH,44022,96,,Deferred,41.4507077,-81.4858384,Cleveland,Willoughby/Beachwood OH 
1044,The Landing Hotel Pittsburgh,777 Casino Dr,Pittsburgh,PA,15212,221,12/15/2021,In Construction,40.4471257,-80.0216718,Pittsburgh,Pittsburgh CBD 
1045,Thompson Houston,1701 Allen Pky,Houston,TX,77019,172,9/1/2023,In Construction,29.7606737,-95.3821807,Houston,Houston CBD 
1046,Mandarin Oriental Honolulu,1687 Kapiolani Blvd,Honolulu,HI,96814-4722,125,4/30/2022,Planning,21.2906612,-157.8379595,Oahu Island,Oahu Area 
1047,TownePlace Suites Syracuse Downtown,405 Prospect Ave,Syracuse,NY,13203,93,11/16/2023,Planning,43.0570014,-76.1506725,Syracuse,Syracuse Hancock Airport & CBD 
1048,AC Hotels by Marriott Florham Park,118 Columbia Rd,Morristown,NJ,07960-4626,160,10/16/2023,Final Planning,40.7937219,-74.4354708,Newark,Morris/Sussex/Warren NJ 
1049,SpringHill Suites Fort Worth East,1251 Little Cina Ln,Fort Worth,TX,76120,84,10/1/2022,Planning,32.7619378,-97.1633563,Fort Worth/Arlington,Bedford/Grapevine 
1050,Courtyard Nashville Antioch,5400 Mount View Rd,Antioch,TN,37013,117,8/29/2022,Final Planning,36.044294,-86.645626,Nashville,I-24/Murfreesboro 
1051,Courtyard Provo Orem,S 800 E & E 1100 S,Orem,UT,84097,142,2/15/2024,Planning,40.2765985,-111.6769136,Utah Area,Provo & Utah County 
1052,Fairfield Inn & Suites Huntsville Madison,103 Intercom Dr,Madison,AL,35758-2640,80,9/14/2023,Planning,34.6807335,-86.7378904,Alabama North,Huntsville 
1053,Fairfield Inn & Suites Anaheim West,214 N Loara St,Anaheim,CA,92801,112,4/22/2023,Final Planning,33.8330974,-117.9362045,Orange County,Anaheim 
1054,Fairfield Inn & Suites Los Angeles Pomona,1791 Gillette Rd,Pomona,CA,91768-1246,105,3/18/2023,Final Planning,34.0737035,-117.7826087,Los Angeles,Los Angeles East 
1055,Fairfield Inn & Suites Ventura Simi Valley,2750 Sycamore Dr,Simi Valley,CA,93065-1502,103,,Deferred,34.2846494,-118.7432213,California Central Coast,Oxnard/Ventura 
1056,Fairfield Inn & Suites Denver Southwest/Littleton,5659 S Alkire St,Littleton,CO,80127,108,9/1/2021,In Construction,39.6139779,-105.1487191,Denver,Denver South 
1057,Fairfield Inn & Suites Denver South Lone Tree,Meridian Blvd & El Diente Ct,Lone Tree,CO,80124,92,1/1/2023,In Construction,39.542147,-104.865903,Denver,Denver Tech Center 
1058,Fairfield Inn & Suites Miami Palmetto Lakes,14001 NW 57th Ave,Miami Gardens,FL,33014,112,,Abandoned,25.9006991,-80.291298,Miami,Miami CBD/North 
1059,Fairfield Inn & Suites Panama City,23rd East Park Place Ave,Panama City,FL,32405,82,5/1/2025,Planning,30.1911197,-85.6419384,Florida Panhandle,Panama City 
1060,Fairfield Inn & Suites Athens Madison,0 Eatonton & Amitco Rd,Madison,GA,30650,75,1/30/2023,Final Planning,33.5572592,-83.4746902,Atlanta,Atlanta East 
1061,Fairfield Inn & Suites Chicago O'Hare,2350 Mannheim Rd,Des Plaines,IL,60018,137,9/9/2021,In Construction,42.0108423,-87.8871809,Chicago,Chicago Airport 
1062,Fairfield Inn & Suites New York Bronx,3456 Conner St,Bronx,NY,,125,,Abandoned,40.884122,-73.8258551,New York,New York City Area 
1063,Fairfield Inn & Suites Hermiston,Hwy 395 & SE 4th St,Hermiston,OR,97838,80,10/29/2022,Final Planning,45.8334508,-119.2845571,Oregon Area,Oregon East Area 
1064,Fairfield Inn & Suites Corpus Christi Southeast,9558 S Padre Island Dr,Corpus Christi,TX,78418-5510,95,3/2/2023,Final Planning,27.6764766,-97.297592,Texas South,Corpus Christi 
1065,Fairfield Inn & Suites Fort Worth East,1400 Eastchase Pky,Fort Worth,TX,76120-4402,84,7/10/2025,Planning,32.7617156,-97.1641644,Fort Worth/Arlington,Bedford/Grapevine 
1066,Fairfield Inn & Suites Cody,225 W Yellowstone Ave,Cody,WY,82414-8702,95,9/14/2023,Planning,44.514346,-109.103658,Wyoming,Wyoming Area 
1067,JW Marriott Dallas Northpark Center,W Northwest Hwy,Dallas,TX,75225,250,3/22/2023,Final Planning,32.866091,-96.771593,Dallas,Addison/LBJ Freeway 
1068,Residence Inn Tucson East,718 N Euclid Ave,Tucson,AZ,85719,140,1/7/2023,Final Planning,32.230931,-110.9592722,Tucson,Tucson/East Tucson 
1069,Residence Inn Novato,7546 Redwood Blvd,Novato,CA,94945-2459,104,12/31/2022,Final Planning,38.1136483,-122.5669735,San Francisco/San Mateo,San Francisco Area 
1070,Residence Inn New Haven Hamden,2725 Whitney Ave,Hamden,CT,06518-2501,128,10/1/2021,In Construction,41.3823824,-72.9040795,Connecticut Area,New Haven/Waterbury CT 
1071,Residence Inn Sioux City,Sergeant Rd,Sioux City,IA,51106,99,9/12/2024,Deferred,42.4468976,-96.3322446,Iowa Area,Iowa West Area 
1072,TownePlace Suites Anaheim West,1561 E Lincoln Ave,Anaheim,CA,92805-2294,103,5/20/2023,Final Planning,33.8329525,-117.9368247,Orange County,Anaheim 
1073,TownePlace Suites Tracy,3550 N MacArthur Dr,Tracy,CA,95304,112,8/27/2022,Final Planning,37.7630032,-121.4141347,California North Central,Stockton/Modesto 
1074,TownePlace Suites Denver Aurora,Alameda Avenue & Sable Blvd,Aurora,CO,80012,126,,Deferred,39.710657,-104.818497,Denver,Denver Airport/East 
1075,TownePlace Suites By Marriott Calhoun,00 Curtis Cir Southeast & Lovers Lane Rd,Calhoun,GA,30701,75,11/16/2023,Planning,34.4714503,-84.9153508,Georgia North,Georgia Northwest 
1076,TownePlace Suites New Orleans Downtown Central City,Polmnia St,New Orleans,LA,70113,102,,Deferred,29.9387865,-90.0799258,New Orleans,New Orleans CBD/French Quarter 
1077,TownePlace Suites Brentwood,1695 S Hanley Rd,Brentwood,MO,63144-2907,128,9/18/2021,In Construction,38.624133,-90.3370453,Saint Louis,St Louis Airport 
1078,WoodSpring Suites Milwaukee,1101 S 41st St,West Milwaukee,WI,53215-1323,123,,Planning,43.01989,-87.965513,Milwaukee,Milwaukee General Mitchell Airport 
1079,St George Hotel,1445 Market St,Chattanooga,TN,37402,55,,Abandoned,35.0370344,-85.3076275,Chattanooga,Chattanooga 
1080,Unknown Name,1100 N Mathilda Ave,Sunnyvale,CA,94089-1206,332,,Deferred,37.4049563,-122.0250304,San Jose/Santa Cruz,Santa Clara/Sunnyvale/Milpitas 
1081,Residence Inn Silver Spring Downtown,8600 Georgia Ave,Silver Spring,MD,20910-3404,173,6/27/2024,Planning,38.9961283,-77.0287043,Washington,Bethesda/College Park 
1082,Hyatt House Pomona,55 Rancho Camino Dr,Pomona,CA,91766-4728,100,2/29/2024,Final Planning,34.0279518,-117.756949,Los Angeles,Los Angeles East 
1083,Hyatt Place Dallas Grand Prairie South I 20,2490 Interstate 20 Frontage Rd,Grand Prairie,TX,75052,100,,Deferred,32.677176,-97.038882,Dallas,Irving South/Grand Prairie 
1084,Hyatt Place Evansville,202 SE 2nd St,Evansville,IN,47713-1010,139,5/5/2021,In Construction,37.9684454,-87.5712902,Indiana South,Evansville/Henderson 
1085,Hyatt Place Fort Worth / Alliance Town Center,3201 Alliance Town Center,Fort Worth,TX,76177,130,6/9/2021,In Construction,32.9045409,-97.3126617,Fort Worth/Arlington,Fort Worth North 
1086,21c Museum Hotel,3300 Camp Bowie Blvd,Fort Worth,TX,76107,170,,Abandoned,32.7471134,-97.3726767,Fort Worth/Arlington,Fort Worth CBD/I-820 West 
1087,La Quinta Inns & Suites La Porte,SWC Fairmont Parkway & Hwy 146,La Porte,TX,77571,84,6/30/2024,Planning,29.651547,-95.0287611,Houston,Houston East/Baytown 
1088,Staybridge Suites Las Vegas,929 S Casino Center Blvd,Las Vegas,NV,89101-6818,123,5/11/2022,Final Planning,36.1604313,-115.1503565,Las Vegas,Las Vegas North 
1089,Embassy Suites by Hilton Asheville Downtown,202 Haywood St,Asheville,NC,28801,175,3/6/2024,Final Planning,35.59565,-82.55954,North Carolina West,Asheville NC 
1090,Hampton Inn by Hilton Lakewood,1367 Highway 70,Lakewood,NJ,8701,97,3/15/2024,Planning,40.0546232,-74.1774358,New Jersey Shore,North Shore NJ 
1091,Hampton Inn & Suites by Hilton Sanford Orlando,2275 Marquette Ave,Sanford,FL,32773,110,5/11/2023,Final Planning,28.7637491,-81.2392388,Orlando,Orlando North 
1092,Hampton Inn by Hilton Zion Crossroads Gordonsville,29 Jefferson Ct,Zion Crossroads,VA,22942-9602,80,7/11/2023,Final Planning,37.9814973,-78.212293,Virginia Area,Virginia Regional 
1093,Holiday Inn Nashville,2864 Elm Hill Pike,Nashville,TN,37214-3718,200,11/15/2022,Final Planning,36.1490309,-86.6625327,Nashville,Nashville Airport 
1094,Staybridge Suites Pigeon Forge,232 Teaster Ln,Pigeon Forge,TN,37863,100,11/22/2022,Final Planning,35.8068869,-83.5729948,Gatlinburg/Pigeon Forge,Pigeon Forge/Sevierville 
1095,Holiday Inn Express Bristol,3269 W State St,Bristol,TN,37620,80,3/1/2023,In Construction,36.5928535,-82.2483532,Tennessee Area,Bristol/Kingsport 
1096,Tru by Hilton Nashville Airport,540 Royal Pky,Nashville,TN,37214,115,10/11/2022,Final Planning,36.1471815,-86.6743291,Nashville,Nashville Airport 
1097,Tru by Hilton Nove Detroit,40255 13 Mile Rd,Novi,MI,48377,98,7/15/2022,In Construction,42.5099697,-83.4449214,Detroit,Livonia/West 
1098,Tru by Hilton Charlottesville,855 Rio Rd E,Charlottesville,VA,22901-3107,120,10/25/2023,Final Planning,38.0593065,-78.4628935,Virginia Area,Charlottesville VA 
1099,Tru by Hilton Hazelton,& Humboldt Dr,Hazleton,PA,18202,81,7/15/2023,Final Planning,40.9407151,-76.0260684,Pennsylvania Northeast,Scranton & Wilkes-Barre 
1100,Tru by Hilton Greensburg,6173 State Route 30,Greensburg,PA,15690,98,11/11/2023,Planning,40.603466,-79.588944,Pittsburgh,Pittsburgh North Area 
1101,element Denver Englewood,6538 S Yosemite Cir,Greenwood Village,CO,80111-4969,129,11/11/2022,Final Planning,39.5983492,-104.8878292,Denver,Denver Tech Center 
1102,element Austin,800 E Parmer Ln,Austin,TX,78753,123,7/31/2023,Final Planning,30.4030704,-97.6549288,Austin,Austin US-290/I-35 Area 
1103,Lowell Legacy Hotel,205 Market St,Lowell,MA,1852,52,8/31/2022,Final Planning,42.644816,-71.312502,Boston,Woburn/Tewksbury Northwest 
1104,Lockwood Hotel,9 Main St,Waterville,ME,4901,53,5/18/2021,In Construction,44.548439,-69.6291444,Maine Area,Maine South & Augusta 
1105,La Quinta Inn & Suites Shepherdsville,544 Conestoga Pkwy,Shepherdsville,KY,40165-5674,81,1/31/2023,Planning,37.998677,-85.705881,Louisville,Louisville Area 
1106,La Quinta Inns & Suites Carrollton,2643 N Interstate 35E,Carrollton,TX,75006,110,6/30/2022,Planning,32.98313,-96.9339565,Dallas,Denton/Lewisville/McKinney 
1107,Holiday Inn & Suites St Louis,10000 Natural Bridge Rd,Saint Louis,MO,63134,111,7/1/2022,Final Planning,38.7328078,-90.3525497,Saint Louis,St Louis Airport 
1108,Holiday Inn Fort Myers,2122 2nd St,Fort Myers,FL,33901-3013,148,7/31/2022,In Construction,26.641836,-81.869537,Fort Myers,Fort Myers/Bonita Springs 
1109,Holiday Inn Express Thomasville,Hwy 43 And SR 5 S,Thomasville,AL,36784,74,10/6/2021,In Construction,31.9422174,-87.7373754,Alabama South,Alabama South Area 
1110,Holiday Inn Express & Suites Lakewood,12476 W Bayaud Ave,Lakewood,CO,80228,88,8/1/2022,Final Planning,39.7134881,-105.1390016,Denver,Denver West 
1111,Tru by Hilton Huntsville Village of Providence,6620 Highway 72,Huntsville,AL,35806-1720,80,9/10/2024,Planning,34.7513408,-86.6940931,Alabama North,Huntsville 
1112,Hilton Garden Inn Mansfield,SWQ of Hwy 287 & Heritage Pky,Mansfield,TX,76063,108,1/22/2024,Planning,32.553006,-97.112684,Fort Worth/Arlington,Fort Worth South/West 
1113,Home2 Suites by Hilton Mansfield,SWQ of Hwy 287 & Heritage Pkwy,Mansfield,TX,76063,100,8/13/2024,Planning,32.553006,-97.112684,Fort Worth/Arlington,Fort Worth South/West 
1114,Residence Inn Oakland Hayward,25501-25503 Mission Blvd,Hayward,CA,94544-2524,93,7/10/2025,Planning,37.6558273,-122.0711863,Oakland,Oakland/Berkeley/Hayward 
1115,Tru by Hilton Houston Bush Intercontinental Airport,International Plaza & Kendrick Dr,Houston,TX,77032,97,2/15/2024,Planning,29.9397875,-95.3279111,Houston,George Bush Airport Area 
1116,Hampton Inn by Hilton Dripping Springs,13201 US 290,Austin,TX,78737,112,3/31/2023,Final Planning,30.2058745,-97.9758278,Austin,South Austin/Airport 
1117,Hampton by Hilton Indianapolis Canal IUPUI,414 W Vermont St,Indianapolis,IN,46202-3215,123,7/20/2021,In Construction,39.7731129,-86.1657635,Indianapolis,Indianapolis CBD 
1118,Homewood Suites by Hilton Indianapolis Canal IUPUI,414 W Vermont St,Indianapolis,IN,46202,108,7/20/2021,In Construction,39.7732633,-86.1663057,Indianapolis,Indianapolis CBD 
1119,Tru by Hilton Chesterfield Township Detroit,45301 Marketplace Blvd,Chesterfield Township,MI,48051,105,12/15/2021,In Construction,42.632201,-82.8552166,Detroit,Warren/Northeast 
1120,Tru by Hilton Spartanburg North,110 Sha Ln,Spartanburg,SC,29307,88,6/11/2023,Final Planning,35.0199293,-81.8940385,Greenville/Spartanburg,Spartanburg 
1121,Tru by Hilton Winooski Burlington,4 Winooski Falls Way,Winooski,VT,05404-2243,97,8/15/2023,Final Planning,44.4900293,-73.1849458,Vermont,Vermont North Area 
1122,Hampton Inn by Hilton Fallon,82 Juanita Cir,Fallon,NV,89406,74,2/18/2026,Final Planning,39.4752305,-118.802219,Nevada Area,Carson City/Nevada Area 
1123,Hampton Inn & Suites by Hilton Grand Haven,586 N Beacon Blvd,Grand Haven,MI,49417,101,8/11/2023,Final Planning,43.0680299,-86.220338,Grand Rapids & Michigan West,Holland & Muskegon MI 
1124,Home2 Suites by Hilton Wilkes-Barre,874 Schechter Dr,Wilkes Barre Township,PA,18702-6783,106,2/18/2022,In Construction,41.2347748,-75.852021,Pennsylvania Northeast,Scranton & Wilkes-Barre 
1125,MOB Hotel Washington DC Union Market,400 Florida Ave NE,Washington,DC,20002,144,1/1/2023,In Construction,38.9072385,-76.9999529,Washington,Washington DC CBD 
1126,aloft Hotel Sioux Falls,2400 S Lorraine Pl,Sioux Falls,SD,57106-3653,95,8/11/2022,Final Planning,43.5191199,-96.7827534,South Dakota,Sioux Falls SD 
1127,aloft Hotel Dallas Lewisville,740 E Vista Ridge Mall Dr,Lewisville,TX,75067,132,10/7/2022,Final Planning,32.9985409,-96.9665077,Dallas,Denton/Lewisville/McKinney 
1128,MOB Hotel Los Angeles Chinatown,643 N Spring St,Los Angeles,CA,90012-2836,150,7/18/2022,Planning,34.0590852,-118.2385718,Los Angeles,Los Angeles CBD 
1129,Tahoe City Lodge,255 Lake Ave,Tahoe City,CA,96145,118,,Planning,39.1694117,-120.1440719,Sacramento,South Lake Tahoe 
1130,Unnamed Boutique Hotel @ O'Brien's Restaurant & Barr Site,1528 N Wells St,Chicago,IL,60610-1308,175,,Planning,41.9099849,-87.6349586,Chicago,Chicago CBD 
1131,The State Street Boutique Hotel,122 State St,Madison,WI,53703-2596,130,,Abandoned,43.075044,-89.387309,Madison,Madison CBD/West 
1132,Motel 6 Dublin,5570 Tuttle Crossing Blvd,Dublin,OH,43016,60,10/31/2022,Planning,40.075067,-83.1450834,Columbus,Dublin/I-270 West 
